Career_Path,Python_Skill,Java_Skill,JavaScript_Skill,SQL_Skill,C++_Skill,R_Skill,Machine_Learning_Skill,Deep_Learning_Skill,NLP_Skill,Computer_Vision_Skill,React_Skill,Node.js_Skill,Django_Skill,FastAPI_Skill,Docker_Skill,AWS_Skill,Azure_Skill,GCP_Skill,Kubernetes_Skill,Terraform_Skill,TensorFlow_Skill,PyTorch_Skill,Scikit-learn_Skill,Pandas_Skill,NumPy_Skill,System_Design_Skill,Data_Structures_Skill,Algorithms_Skill,Statistics_Skill,Linear_Algebra_Skill,CGPA,Experience_Years,Primary_Interest,Secondary_Interest,Personality_Type,Education_Level,Certifications,Projects_Completed,GitHub_Repos,Hackathons,Internships,Expected_Salary,Job_Market_Demand,Satisfaction_Score
Cloud Architect,4,1,1,3,5,2,2,6,4,7,2,3,1,4,8,9,8,8,10,8,5,4,2,5,4,10,3,5,3,2,9.22,5,AR/VR,AR/VR,Innovative,BCA,2,5,5,10,3,190000,6,72
Mobile Developer,6,10,9,2,1,2,5,1,4,1,9,3,3,4,3,1,3,1,3,1,2,1,1,2,6,1,6,5,2,3,9.17,3,Cloud Computing,Web Development,Detail-oriented,B.Sc,7,1,38,6,3,300000,9,97
Full Stack Developer,5,5,7,8,5,2,7,3,4,3,10,7,5,8,5,5,1,1,5,3,1,3,4,3,2,7,5,2,3,4,7.96,2,Data Analytics,Product Design,Analytical,BCA,2,8,50,0,2,220000,6,63
Cybersecurity Analyst,5,8,3,5,7,1,3,3,6,2,2,1,3,7,1,1,2,1,4,5,3,1,2,2,1,8,6,6,3,1,8.15,3,IoT,Data Analytics,Analytical,B.Sc,2,14,40,6,0,140000,9,98
Product Manager,5,5,5,6,4,5,4,6,7,4,4,1,3,5,7,5,1,4,4,4,1,6,2,6,5,6,5,3,9,2,6.66,3,Mobile Apps,AR/VR,Collaborative,M.Sc,7,9,6,9,3,150000,6,63
Product Manager,3,4,3,7,1,4,2,4,3,4,4,1,3,6,4,3,2,1,1,4,2,4,3,6,4,8,4,4,9,3,9.01,1,Cloud Computing,Web Development,Analytical,MCA,8,9,39,0,1,120000,7,66
Cybersecurity Analyst,6,5,1,2,8,2,2,3,5,2,1,2,4,2,3,4,3,3,1,4,2,3,2,1,2,7,5,6,6,3,8.6,0,IoT,IoT,Analytical,MCA,0,14,26,6,3,170000,8,60
Blockchain Developer,6,3,7,1,8,3,1,4,7,3,3,3,4,1,1,4,4,1,4,1,5,1,6,1,3,1,9,10,1,4,8.87,0,Mobile Apps,Cloud Computing,Analytical,M.Tech,0,1,16,6,3,110000,7,60
Product Manager,7,6,6,5,4,3,3,2,7,1,3,4,4,4,4,1,3,6,5,7,2,3,1,1,5,10,7,3,5,3,8.46,4,Blockchain,Data Analytics,Analytical,BCA,2,4,3,0,0,50000,5,94
Full Stack Developer,5,2,9,6,2,5,4,3,1,1,8,9,7,6,5,3,4,5,1,3,3,4,1,3,1,3,5,4,5,4,8.9,2,Data Analytics,Product Design,Leadership,B.Sc,5,9,9,4,0,220000,10,93
AI/ML Engineer,10,5,6,1,1,2,7,8,6,8,5,5,5,3,5,4,1,5,3,4,8,10,2,1,6,2,1,2,3,4,7.75,1,Blockchain,Data Analytics,Creative,B.Tech,0,2,29,3,1,140000,10,82
Product Manager,7,7,7,7,5,5,1,3,7,7,1,2,5,1,1,1,3,5,3,1,2,3,1,3,3,8,5,1,5,5,7.66,2,Cloud Computing,Data Analytics,Creative,MCA,6,8,44,2,1,270000,10,98
DevOps Engineer,7,2,2,3,4,4,3,4,4,1,7,2,1,6,7,6,5,6,10,10,5,1,1,7,3,9,2,4,2,7,8.14,5,Mobile Apps,Blockchain,Creative,B.Tech,2,14,27,4,0,220000,6,89
DevOps Engineer,6,2,5,3,1,2,1,4,5,6,5,3,5,5,10,6,4,3,10,10,1,3,3,4,3,9,1,5,4,3,6.05,3,Data Analytics,Blockchain,Creative,B.Sc,3,4,11,10,2,290000,9,98
AI/ML Engineer,7,6,4,1,6,1,10,10,9,9,3,4,1,4,3,3,5,7,2,4,9,10,1,3,2,6,2,4,6,3,8.65,4,Web Development,Blockchain,Innovative,B.Sc,6,8,21,1,2,170000,6,61
Data Scientist,8,4,2,10,2,3,10,8,2,5,5,1,1,1,6,1,3,2,2,5,9,1,4,10,7,4,4,1,9,3,10.0,3,AR/VR,Product Design,Detail-oriented,M.Sc,5,10,32,1,3,60000,10,91
UI/UX Designer,1,7,5,1,3,5,4,6,4,4,6,3,2,2,1,3,2,1,4,5,2,1,1,1,3,1,1,7,6,3,9.74,0,Cloud Computing,AR/VR,Collaborative,MCA,8,12,1,5,3,190000,10,81
Data Scientist,8,1,5,7,3,6,7,9,2,2,1,3,6,3,1,2,4,2,6,2,7,5,4,10,6,6,4,4,7,2,9.37,2,AI/ML,AR/VR,Creative,M.Sc,3,6,42,2,3,90000,9,67
Cybersecurity Analyst,7,6,2,1,5,2,2,2,2,3,7,3,4,2,2,5,4,4,7,2,4,1,3,1,2,10,9,7,1,3,6.24,5,Data Analytics,IoT,Creative,MCA,2,4,36,9,0,250000,6,67
Data Scientist,7,3,3,10,2,1,7,9,7,6,2,4,2,5,1,1,2,5,4,4,5,3,5,9,6,1,2,6,10,1,7.7,0,AI/ML,Product Design,Creative,B.Sc,8,11,0,0,3,230000,5,81
DevOps Engineer,5,4,4,3,1,1,3,6,3,4,6,1,3,2,9,8,3,3,10,10,4,4,7,7,5,10,1,4,4,1,7.09,2,Mobile Apps,AR/VR,Analytical,M.Tech,0,14,26,4,3,190000,9,89
Blockchain Developer,5,5,8,2,6,2,6,6,2,1,6,4,6,3,1,4,6,1,2,2,4,4,1,5,6,5,10,7,4,4,8.95,5,AI/ML,Blockchain,Analytical,B.Tech,1,9,15,2,3,140000,5,100
Cloud Architect,1,6,3,5,4,3,2,2,6,2,3,4,2,1,8,7,6,7,10,10,5,1,4,7,2,10,2,5,1,3,6.75,4,Data Analytics,Web Development,Leadership,BCA,3,0,37,8,3,50000,7,100
Mobile Developer,6,8,7,5,2,1,2,4,1,7,9,7,2,2,4,7,2,5,3,4,1,3,3,2,2,1,9,7,1,4,7.45,4,Cybersecurity,IoT,Analytical,MCA,2,5,43,3,1,170000,9,60
Product Manager,3,4,5,5,1,6,5,3,3,1,6,2,3,5,4,7,1,1,1,1,1,1,4,5,2,8,6,2,7,6,6.4,5,Data Analytics,Data Analytics,Collaborative,M.Tech,2,3,37,3,2,180000,7,98
AI/ML Engineer,8,2,1,2,4,5,8,7,7,7,3,4,4,3,1,3,5,6,6,4,7,10,1,1,5,4,6,6,1,1,9.17,5,Cybersecurity,Product Design,Analytical,M.Sc,0,1,30,7,3,180000,6,67
Mobile Developer,6,10,10,1,3,5,5,6,7,3,9,5,4,3,1,7,4,1,1,6,1,1,5,1,3,2,6,5,4,2,7.1,0,IoT,Cybersecurity,Innovative,B.Tech,3,1,27,8,1,100000,10,93
Cloud Architect,4,2,3,4,3,5,5,3,4,7,6,3,6,2,9,7,7,10,10,7,1,5,4,6,3,9,2,2,1,1,7.99,3,Blockchain,Product Design,Creative,MCA,5,2,0,5,1,250000,6,69
Mobile Developer,4,9,8,1,1,2,5,1,1,6,6,2,1,1,5,3,4,3,1,6,1,4,3,1,1,5,7,7,5,2,7.96,1,Mobile Apps,Data Analytics,Detail-oriented,B.Sc,4,6,37,8,3,180000,5,91
AI/ML Engineer,10,2,5,5,3,1,9,10,10,9,5,4,3,2,3,4,2,3,2,1,10,10,7,3,4,5,2,6,4,2,9.35,2,Cybersecurity,Product Design,Leadership,M.Tech,0,2,2,5,1,180000,5,85
AI/ML Engineer,10,3,5,2,3,2,10,7,8,10,2,4,1,5,5,3,3,7,1,6,8,10,2,5,7,2,1,1,3,3,9.71,2,AI/ML,AR/VR,Creative,B.Sc,4,1,38,3,3,140000,7,73
Data Scientist,8,7,4,9,1,3,8,9,6,6,4,4,2,1,3,3,1,5,1,3,8,5,3,9,9,3,3,1,9,1,7.08,0,AI/ML,Mobile Apps,Leadership,B.Tech,2,12,25,9,2,200000,6,77
UI/UX Designer,4,2,7,6,5,5,3,1,3,4,9,2,6,1,3,4,1,1,3,1,3,3,7,4,1,5,3,4,3,1,7.53,2,Blockchain,Cloud Computing,Collaborative,M.Tech,6,12,10,0,1,160000,7,93
Product Manager,5,1,4,9,2,7,1,3,5,2,4,3,2,4,3,4,2,6,6,4,3,1,2,5,1,7,3,3,6,2,8.65,2,Cybersecurity,Blockchain,Detail-oriented,B.Tech,0,10,49,5,2,280000,10,100
Product Manager,4,2,6,6,3,3,2,1,1,2,1,5,4,1,3,1,1,1,1,1,3,2,3,3,1,9,2,4,8,6,6.74,1,Cloud Computing,Mobile Apps,Collaborative,M.Tech,5,13,9,2,0,160000,10,82
Blockchain Developer,7,5,8,4,7,6,2,1,4,3,6,5,3,3,1,6,2,2,3,6,3,4,7,1,3,6,9,10,4,4,7.75,4,AI/ML,IoT,Detail-oriented,B.Tech,6,0,46,10,1,60000,6,99
Data Scientist,8,1,7,6,4,3,10,6,4,3,1,1,1,4,1,3,4,1,5,6,9,1,3,7,6,1,5,1,7,3,9.98,2,IoT,AI/ML,Leadership,M.Tech,7,5,37,4,1,150000,5,99
Mobile Developer,3,9,8,6,3,4,1,4,3,4,8,2,3,2,3,6,2,1,2,4,6,1,3,1,3,1,7,8,1,1,6.94,5,IoT,IoT,Collaborative,B.Sc,4,5,45,10,0,230000,6,82
Product Manager,3,5,2,5,3,6,7,1,3,6,6,3,1,6,2,3,2,5,2,2,2,3,3,5,7,7,2,3,7,1,8.22,5,Mobile Apps,AR/VR,Creative,B.Tech,4,12,44,2,3,220000,9,67
AI/ML Engineer,10,3,6,7,6,3,10,8,9,8,5,4,1,1,7,1,1,1,2,5,7,10,1,7,1,7,2,1,3,1,9.06,0,Mobile Apps,Blockchain,Creative,BCA,1,14,37,0,3,280000,7,83
Full Stack Developer,8,2,9,7,6,2,4,5,1,1,8,10,9,8,7,3,2,2,1,5,3,6,2,5,5,1,5,5,6,4,7.96,0,Mobile Apps,Web Development,Innovative,BCA,5,2,38,0,2,300000,9,69
Blockchain Developer,6,2,10,3,6,2,3,3,6,2,4,4,1,6,5,6,6,2,4,3,1,1,6,5,1,3,6,9,5,1,9.3,4,Data Analytics,AR/VR,Collaborative,M.Tech,3,4,27,10,0,260000,8,98
Cloud Architect,1,4,1,3,3,3,5,5,3,6,1,5,6,6,8,10,7,8,10,10,2,1,3,1,7,9,2,3,2,4,6.17,5,AI/ML,Blockchain,Collaborative,B.Sc,5,4,23,7,0,50000,8,65
Full Stack Developer,6,7,9,6,4,5,1,2,1,3,10,9,6,6,8,3,2,4,3,6,1,2,5,3,1,5,1,1,4,2,6.2,3,Cybersecurity,IoT,Leadership,BCA,8,6,42,6,2,180000,10,82
Cloud Architect,3,4,3,1,2,3,4,3,1,3,7,1,6,3,10,9,8,8,8,9,6,5,2,5,4,9,1,6,7,1,9.99,5,IoT,Product Design,Collaborative,BCA,0,1,16,0,0,240000,6,64
DevOps Engineer,7,4,2,5,2,3,1,3,2,1,1,2,3,1,10,9,3,5,10,7,2,6,5,3,1,7,7,1,5,6,7.39,4,Cloud Computing,Mobile Apps,Analytical,M.Tech,7,10,27,4,2,260000,10,97
AI/ML Engineer,7,6,3,4,3,2,9,9,8,6,3,3,6,2,2,4,1,1,3,1,7,9,4,1,1,7,2,1,3,2,6.99,1,Product Design,Product Design,Innovative,M.Tech,5,14,21,7,1,270000,10,82
DevOps Engineer,9,5,3,3,4,3,3,4,5,2,3,2,3,4,9,10,1,5,10,8,1,2,2,4,1,6,2,1,3,4,6.8,0,AR/VR,AR/VR,Detail-oriented,MCA,7,14,25,1,2,190000,6,63
AI/ML Engineer,10,1,1,5,2,3,8,8,9,9,6,6,3,3,4,1,2,4,5,2,7,9,4,1,4,1,4,4,5,3,7.44,4,AI/ML,Web Development,Innovative,B.Tech,6,9,41,6,0,130000,8,92
Blockchain Developer,9,6,7,3,6,3,2,4,3,6,3,1,3,1,7,6,2,4,5,3,2,5,2,3,3,1,8,10,1,2,6.54,4,AR/VR,AR/VR,Analytical,M.Sc,6,1,39,5,2,230000,10,100
Cloud Architect,4,3,7,2,5,2,3,1,6,4,4,4,5,5,9,7,10,6,10,7,5,2,1,5,1,9,4,5,2,2,9.88,4,IoT,AR/VR,Collaborative,M.Tech,1,8,45,10,0,270000,5,66
AI/ML Engineer,10,1,1,1,3,2,10,10,7,7,1,4,1,4,4,6,4,1,5,5,10,8,1,5,5,2,4,1,1,1,6.76,3,Mobile Apps,AI/ML,Analytical,M.Tech,0,6,47,3,1,120000,10,63
DevOps Engineer,7,4,4,5,4,6,2,2,3,1,2,3,2,5,10,8,3,1,7,10,5,6,6,3,4,10,2,1,4,5,8.28,4,Mobile Apps,IoT,Creative,B.Tech,0,15,34,10,2,120000,9,83
Product Manager,7,3,2,5,5,6,5,3,1,2,3,1,5,3,1,3,2,4,2,3,4,4,6,2,5,8,2,5,9,3,6.32,0,Blockchain,Blockchain,Analytical,B.Sc,4,12,16,8,2,250000,10,87
UI/UX Designer,2,5,5,3,1,2,2,3,3,2,6,2,7,2,4,3,3,1,5,1,4,1,1,2,3,1,4,1,7,4,6.2,2,Data Analytics,AR/VR,Analytical,B.Sc,4,4,17,8,3,250000,5,100
Cybersecurity Analyst,6,4,4,3,6,6,6,2,1,1,6,1,1,2,5,1,4,2,3,5,1,3,2,3,4,6,6,6,1,1,7.55,0,Product Design,Product Design,Leadership,M.Sc,2,10,50,3,1,220000,6,77
UI/UX Designer,1,4,8,4,3,1,3,4,3,5,7,1,1,4,5,4,5,5,2,2,6,4,3,3,1,1,6,6,3,6,6.08,0,Data Analytics,Cloud Computing,Collaborative,M.Sc,3,1,26,10,2,290000,7,90
AI/ML Engineer,10,3,3,5,2,4,9,10,8,6,2,4,3,2,4,2,2,6,5,1,8,7,1,6,3,3,4,3,4,3,9.11,1,Data Analytics,AI/ML,Analytical,M.Tech,1,2,17,10,2,190000,9,88
Full Stack Developer,7,3,10,8,3,3,6,1,3,3,8,7,9,8,5,2,2,1,3,5,6,1,4,5,7,4,1,3,3,5,8.81,4,IoT,Cybersecurity,Analytical,MCA,4,9,12,0,3,230000,8,92
Product Manager,3,1,5,8,3,3,3,5,3,1,6,4,5,4,2,1,4,1,1,7,2,1,3,2,2,6,3,3,7,7,9.19,1,AR/VR,Blockchain,Creative,BCA,7,12,50,5,2,140000,6,96
Cloud Architect,4,4,2,1,7,4,1,3,6,5,2,5,5,2,10,8,8,8,10,9,2,3,2,5,2,10,1,3,1,4,6.63,4,Product Design,Web Development,Innovative,M.Tech,5,14,23,9,3,210000,5,68
Cybersecurity Analyst,7,4,2,4,8,1,2,2,5,2,1,3,1,1,1,3,3,3,5,5,4,3,3,3,2,8,8,7,4,2,8.41,0,Data Analytics,AI/ML,Innovative,B.Tech,8,8,34,3,1,270000,10,90
Full Stack Developer,5,1,7,9,3,1,2,2,6,3,9,9,5,7,6,3,5,2,3,2,2,3,1,4,4,2,7,2,1,2,8.63,1,Cloud Computing,Web Development,Creative,M.Sc,6,4,20,2,1,170000,6,65
DevOps Engineer,9,4,6,2,1,3,3,1,4,5,7,6,5,5,10,8,1,5,10,10,2,3,3,3,4,9,3,3,1,1,8.36,1,Mobile Apps,Mobile Apps,Leadership,B.Sc,7,4,6,3,2,210000,9,61
Cloud Architect,1,3,1,3,1,3,4,1,5,1,1,5,7,6,9,8,6,10,9,7,2,5,1,4,7,8,1,1,6,3,9.02,0,Product Design,Cybersecurity,Analytical,M.Tech,3,7,29,1,1,120000,9,94
Mobile Developer,6,9,6,6,1,4,4,3,5,3,7,4,3,3,2,2,1,2,3,3,2,3,5,6,1,2,7,7,1,2,8.37,0,Cybersecurity,AR/VR,Detail-oriented,MCA,4,12,15,4,1,170000,9,83
AI/ML Engineer,8,1,5,2,3,3,8,9,10,7,3,4,3,5,3,3,2,1,2,4,7,9,2,1,2,1,3,1,1,1,6.34,3,AR/VR,Cloud Computing,Detail-oriented,M.Sc,1,1,41,3,1,180000,5,69
Cybersecurity Analyst,6,5,2,1,9,1,3,7,4,3,1,1,6,1,4,1,5,5,3,3,1,1,5,1,3,7,6,8,4,3,6.81,3,Web Development,Web Development,Innovative,B.Sc,5,4,13,5,3,230000,10,82
Product Manager,6,1,1,9,5,6,5,1,1,3,6,5,1,4,3,2,1,1,2,2,1,4,3,6,5,6,2,3,9,4,7.39,3,Mobile Apps,Cybersecurity,Innovative,M.Tech,3,10,11,4,2,240000,6,99
Full Stack Developer,5,3,7,8,1,1,1,2,4,3,8,10,6,8,9,7,1,1,2,1,6,2,5,3,6,1,4,5,3,5,8.43,2,Product Design,Cloud Computing,Creative,B.Tech,8,10,49,6,0,50000,5,60
Full Stack Developer,7,2,8,8,1,6,5,2,1,1,9,10,9,8,9,4,2,2,2,1,1,3,3,5,5,3,3,1,1,1,6.85,3,Data Analytics,Data Analytics,Creative,BCA,7,8,34,10,1,160000,6,99
UI/UX Designer,2,5,6,5,2,4,5,6,5,1,6,2,3,1,3,3,4,2,2,4,5,4,4,2,5,2,5,1,5,3,8.8,0,Cybersecurity,IoT,Creative,MCA,2,9,32,8,1,260000,10,99
Blockchain Developer,7,3,6,1,10,3,4,3,2,1,2,1,3,1,4,3,1,1,2,2,1,2,2,1,1,2,8,9,3,3,9.86,5,Cloud Computing,AR/VR,Innovative,M.Sc,6,3,32,5,3,90000,7,84
Cybersecurity Analyst,9,8,4,3,6,3,3,3,5,6,3,1,2,4,3,6,1,2,3,2,1,4,1,1,6,6,8,8,2,3,8.47,2,IoT,Data Analytics,Detail-oriented,MCA,6,11,20,10,0,150000,8,67
Blockchain Developer,9,5,9,1,7,4,4,3,4,7,4,1,2,1,4,3,7,5,2,6,7,5,3,4,1,6,8,10,3,1,8.11,0,Product Design,Mobile Apps,Innovative,M.Sc,6,14,35,0,0,300000,9,62
UI/UX Designer,4,3,9,3,5,5,3,3,1,4,10,7,1,4,4,1,2,6,2,6,3,1,1,3,7,6,6,4,4,4,8.32,4,Cybersecurity,Mobile Apps,Leadership,MCA,2,5,37,1,2,230000,7,96
Full Stack Developer,7,2,9,9,1,5,5,3,3,1,9,9,5,5,6,2,5,4,1,6,6,4,3,2,1,3,5,3,5,1,6.25,5,Cybersecurity,Web Development,Collaborative,BCA,1,5,38,2,2,200000,10,85
Blockchain Developer,6,1,7,1,8,1,6,3,1,1,1,1,1,5,1,7,2,1,2,5,3,6,3,5,1,3,10,8,5,3,7.72,2,Product Design,Blockchain,Collaborative,MCA,8,15,46,4,1,50000,6,87
Product Manager,3,7,2,9,3,4,3,1,1,5,6,2,3,3,6,1,1,3,1,1,1,5,4,1,7,6,6,1,7,3,7.27,2,Mobile Apps,Blockchain,Analytical,B.Tech,1,1,15,2,0,50000,5,85
Mobile Developer,7,9,6,1,2,3,3,4,2,5,8,4,2,6,7,1,4,3,1,1,4,4,2,3,2,6,6,7,3,4,9.98,3,Blockchain,Cloud Computing,Innovative,B.Sc,8,9,48,2,2,230000,9,85
Cybersecurity Analyst,5,8,4,2,7,1,3,4,2,2,1,4,3,3,7,2,2,4,4,1,1,3,7,1,5,7,7,7,3,5,8.24,1,Mobile Apps,IoT,Collaborative,B.Tech,6,4,50,4,1,260000,6,90
UI/UX Designer,4,2,7,1,1,7,4,7,5,3,6,4,1,6,2,3,4,2,1,1,4,4,2,7,1,3,3,4,3,2,6.18,3,Data Analytics,Cloud Computing,Analytical,B.Tech,4,5,6,10,0,150000,8,100
DevOps Engineer,7,1,3,3,1,1,1,3,1,2,2,6,1,5,8,6,2,6,9,10,5,1,2,1,1,6,1,7,4,2,8.56,0,Cybersecurity,Data Analytics,Detail-oriented,MCA,7,1,5,0,3,250000,10,68
Data Scientist,10,2,3,10,4,6,7,6,3,3,3,1,5,3,5,2,5,5,3,2,5,4,1,7,8,1,2,1,9,3,9.71,0,Data Analytics,AR/VR,Collaborative,M.Sc,6,14,12,1,2,280000,8,94
UI/UX Designer,1,3,8,2,1,2,2,4,3,4,10,5,6,1,7,3,2,1,2,3,3,4,4,1,3,6,1,4,5,7,6.97,2,IoT,Blockchain,Innovative,MCA,7,1,12,3,0,260000,7,89
Data Scientist,8,3,1,9,4,1,10,7,4,2,4,3,7,3,4,3,3,3,5,1,6,2,5,8,7,5,1,1,9,1,6.82,3,Data Analytics,Cybersecurity,Collaborative,MCA,5,3,24,2,0,110000,10,84
AI/ML Engineer,10,7,7,1,5,1,8,8,7,10,3,1,3,6,2,5,1,7,4,4,7,10,1,2,2,3,1,7,3,5,6.1,1,IoT,Product Design,Detail-oriented,B.Sc,0,3,16,6,0,180000,5,85
Cybersecurity Analyst,5,8,1,2,6,2,2,1,7,4,1,7,1,6,1,4,6,2,5,2,3,3,2,3,1,10,7,9,4,3,7.72,5,AR/VR,Cybersecurity,Analytical,BCA,7,9,19,4,3,260000,7,93
Full Stack Developer,7,5,10,7,4,3,3,5,4,2,10,10,9,4,9,5,1,2,5,6,1,3,1,5,2,5,3,4,2,1,8.49,2,Data Analytics,Data Analytics,Detail-oriented,BCA,8,8,24,1,3,110000,6,73
Blockchain Developer,8,3,8,5,6,5,4,4,1,2,4,1,4,2,4,6,3,3,1,1,2,1,3,6,4,6,6,9,1,1,6.63,4,Mobile Apps,Mobile Apps,Leadership,BCA,3,11,41,3,2,150000,5,77
Mobile Developer,4,9,6,1,5,1,1,3,3,3,7,1,1,2,4,1,7,7,5,4,5,3,2,1,7,5,6,7,1,4,8.24,5,Cloud Computing,Web Development,Innovative,M.Sc,0,6,1,4,0,160000,9,78
UI/UX Designer,1,4,8,2,3,1,3,2,2,2,7,1,2,4,6,5,2,2,2,7,3,3,3,1,5,5,3,2,4,3,9.26,4,Blockchain,IoT,Innovative,MCA,2,2,49,6,3,150000,8,89
Cybersecurity Analyst,8,6,5,3,5,2,1,1,4,6,4,5,3,1,1,4,5,4,1,5,1,2,2,2,4,6,5,10,1,5,7.06,3,IoT,Blockchain,Innovative,B.Tech,8,3,22,8,1,240000,6,66
Mobile Developer,3,7,8,3,5,3,1,1,6,7,7,6,3,4,2,2,1,2,1,5,3,2,5,3,3,4,5,8,1,1,8.1,0,AR/VR,Cloud Computing,Collaborative,B.Sc,6,1,21,3,0,80000,10,97
AI/ML Engineer,10,3,4,3,6,4,8,10,6,10,3,4,3,1,4,1,4,1,3,5,8,8,1,3,1,7,2,3,1,4,6.48,3,Web Development,IoT,Collaborative,M.Tech,7,8,39,7,3,270000,6,71
Cybersecurity Analyst,6,4,2,3,6,7,5,1,2,2,3,7,2,5,7,5,1,1,3,5,6,4,1,4,1,9,8,10,2,2,6.7,2,Product Design,Cybersecurity,Collaborative,BCA,8,15,12,9,1,230000,5,70
Full Stack Developer,5,4,10,6,4,3,4,2,3,6,9,9,9,6,7,2,5,1,1,1,2,5,7,5,3,3,1,3,3,1,9.41,1,Mobile Apps,Product Design,Collaborative,MCA,3,12,27,2,1,170000,6,70
Blockchain Developer,9,1,6,4,7,1,4,4,2,2,5,2,4,4,3,6,2,5,3,3,3,5,2,2,2,3,8,9,1,2,9.95,2,AI/ML,Blockchain,Detail-oriented,BCA,8,14,12,8,0,180000,7,77
DevOps Engineer,8,1,1,2,1,4,3,3,3,4,7,4,5,7,10,6,6,3,10,10,1,1,6,2,2,6,3,2,5,2,9.63,0,Data Analytics,Product Design,Creative,B.Sc,2,8,43,6,1,50000,6,85
Full Stack Developer,4,3,8,8,6,6,4,3,2,3,8,10,5,6,6,1,4,2,2,4,3,6,4,5,2,4,3,4,6,7,6.85,2,Mobile Apps,Cloud Computing,Leadership,MCA,8,1,2,5,0,190000,7,80
Product Manager,5,5,5,6,6,7,1,4,3,4,1,1,1,6,5,2,1,1,1,1,3,4,7,3,5,7,6,3,7,3,8.32,3,Data Analytics,Data Analytics,Detail-oriented,M.Tech,5,7,35,3,1,260000,5,90
Mobile Developer,3,10,6,1,1,6,2,4,5,1,9,5,1,1,2,3,4,1,3,1,3,6,1,1,3,4,9,9,4,7,9.15,4,IoT,Cloud Computing,Leadership,BCA,1,12,27,7,3,170000,10,88
Cloud Architect,4,1,7,1,4,3,1,6,1,5,3,6,1,2,7,7,7,10,10,10,1,6,1,4,1,10,3,1,1,1,9.31,3,Cloud Computing,AR/VR,Collaborative,B.Tech,6,2,43,8,2,120000,7,100
AI/ML Engineer,7,3,3,4,3,4,10,8,10,7,3,4,4,5,3,6,1,1,3,1,8,8,3,1,6,4,1,1,1,4,9.47,1,Blockchain,Web Development,Innovative,BCA,1,12,34,0,0,190000,7,67
DevOps Engineer,5,5,3,5,3,3,2,1,1,2,2,7,3,4,7,9,2,5,10,8,5,3,4,7,6,8,4,3,3,6,8.18,5,Cybersecurity,IoT,Creative,M.Sc,2,12,41,10,3,170000,9,90
Mobile Developer,6,8,6,6,5,4,5,1,3,7,7,1,1,4,1,6,4,1,1,1,1,1,3,3,4,4,8,6,1,2,6.88,1,AI/ML,Cloud Computing,Leadership,M.Tech,8,13,7,8,0,80000,8,84
Product Manager,6,4,6,5,4,6,3,4,1,1,2,1,1,5,2,1,5,2,2,5,1,2,1,1,4,10,4,4,7,4,9.7,1,Cloud Computing,Mobile Apps,Innovative,B.Tech,4,4,36,10,2,290000,8,86
Full Stack Developer,4,4,9,6,3,1,3,1,2,4,9,10,9,4,5,3,1,3,2,4,4,5,2,1,1,3,5,1,2,4,6.71,5,AR/VR,Data Analytics,Collaborative,BCA,6,9,8,10,0,150000,5,91
Cloud Architect,5,5,3,3,4,4,1,1,4,4,2,6,3,1,8,10,10,6,10,10,5,1,1,5,3,8,1,5,5,3,7.05,4,Data Analytics,AR/VR,Leadership,B.Tech,0,2,24,9,3,90000,8,87
UI/UX Designer,4,1,5,1,1,3,2,3,2,3,10,4,4,1,3,3,6,5,2,2,1,1,1,4,4,2,1,3,3,3,9.72,2,AI/ML,AR/VR,Collaborative,M.Tech,2,7,26,6,1,50000,5,85
Blockchain Developer,6,4,10,2,8,2,4,5,1,6,1,3,6,1,1,6,5,3,4,1,4,5,4,6,3,7,8,7,1,7,6.88,3,Product Design,AR/VR,Creative,BCA,8,11,37,3,2,40000,7,88
Blockchain Developer,9,5,10,4,10,2,1,3,5,6,4,5,1,3,7,3,1,4,1,5,3,1,1,5,3,2,9,9,2,6,7.4,1,Data Analytics,Web Development,Innovative,M.Tech,0,14,16,5,0,150000,6,92
Cybersecurity Analyst,5,8,2,3,6,1,2,2,5,1,2,4,1,3,5,2,1,3,2,6,1,4,6,1,6,10,7,7,3,3,6.02,2,Cybersecurity,AI/ML,Detail-oriented,M.Sc,4,14,37,8,2,120000,9,65
Product Manager,6,4,1,8,1,6,3,4,3,1,4,2,2,4,3,1,4,5,4,1,2,3,2,1,4,6,2,3,8,4,9.45,4,Data Analytics,IoT,Creative,B.Sc,5,14,15,3,0,260000,10,72
AI/ML Engineer,8,1,6,3,2,6,7,10,7,7,4,3,2,1,3,2,5,1,2,4,9,10,1,5,4,3,2,3,3,3,7.93,4,Data Analytics,Web Development,Innovative,M.Tech,2,5,43,8,3,70000,5,62
Blockchain Developer,6,4,6,4,9,4,5,5,4,2,5,2,4,5,6,5,3,1,5,2,4,2,2,4,1,5,6,7,1,7,6.99,4,Cybersecurity,Cloud Computing,Detail-oriented,M.Sc,5,10,26,6,0,140000,10,77
Full Stack Developer,8,4,10,8,2,3,3,1,7,1,8,10,8,4,5,2,4,1,7,4,3,3,6,1,4,3,1,4,1,5,6.36,1,Mobile Apps,AR/VR,Detail-oriented,M.Sc,2,5,2,9,0,140000,8,63
Blockchain Developer,7,4,10,5,8,5,3,4,3,2,5,2,3,6,2,4,5,2,3,4,2,6,3,7,5,1,8,8,2,7,8.81,3,Blockchain,Web Development,Detail-oriented,M.Tech,0,8,1,0,1,190000,5,93
